Codigo_Item,Descripcion_Item
W049,CAIDA AL SER TRASLADADO O SOSTENIDO POR OTRAS PERSONAS, EN LUGAR NO ESPECIFICADO
W050,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN VIVIENDA
W051,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN INSTITUCION RESIDENCIAL
W052,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATI
W053,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN AREAS DE DEPORTE Y ATLETISMO
W054,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN CALLES Y CARRETERAS
W055,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN COMERCIO Y AREA DE SERVICIOS
W056,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W057,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN GRANJA
W058,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN OTRO LUGAR ESPECIFICADO
W059,CAIDA QUE IMPLICA SILLA DE RUEDAS, EN LUGAR NO ESPECIFICADO
W060,CAIDA QUE IMPLICA CAMA, EN VIVIENDA
W061,CAIDA QUE IMPLICA CAMA, EN INSTITUCION RESIDENCIAL
W062,CAIDA QUE IMPLICA CAMA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICA
W063,CAIDA QUE IMPLICA CAMA, EN AREAS DE DEPORTE Y ATLETISMO
W064,CAIDA QUE IMPLICA CAMA, EN CALLES Y CARRETERAS
W065,CAIDA QUE IMPLICA CAMA, EN COMERCIO Y AREA DE SERVICIOS
W066,CAIDA QUE IMPLICA CAMA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W067,CAIDA QUE IMPLICA CAMA, EN GRANJA
W068,CAIDA QUE IMPLICA CAMA, EN OTRO LUGAR ESPECIFICADO
W069,CAIDA QUE IMPLICA CAMA, EN LUGAR NO ESPECIFICADO
W070,CAIDA QUE IMPLICA SILLA, EN VIVIENDA
W071,CAIDA QUE IMPLICA SILLA, EN INSTITUCION RESIDENCIAL
W072,CAIDA QUE IMPLICA SILLA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLIC
W073,CAIDA QUE IMPLICA SILLA, EN AREAS DE DEPORTE Y ATLETISMO
W074,CAIDA QUE IMPLICA SILLA, EN CALLES Y CARRETERAS
W075,CAIDA QUE IMPLICA SILLA, EN COMERCIO Y AREA DE SERVICIOS
W076,CAIDA QUE IMPLICA SILLA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W077,CAIDA QUE IMPLICA SILLA, EN GRANJA
W078,CAIDA QUE IMPLICA SILLA, EN OTRO LUGAR ESPECIFICADO
W079,CAIDA QUE IMPLICA SILLA, EN LUGAR NO ESPECIFICADO
W080,CAIDA QUE IMPLICA OTRO MUEBLE, EN VIVIENDA
W081,CAIDA QUE IMPLICA OTRO MUEBLE, EN INSTITUCION RESIDENCIAL
W082,CAIDA QUE IMPLICA OTRO MUEBLE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS
W083,CAIDA QUE IMPLICA OTRO MUEBLE, EN AREAS DE DEPORTE Y ATLETISMO
W084,CAIDA QUE IMPLICA OTRO MUEBLE, EN CALLES Y CARRETERAS
W085,CAIDA QUE IMPLICA OTRO MUEBLE, EN COMERCIO Y AREA DE SERVICIOS
W086,CAIDA QUE IMPLICA OTRO MUEBLE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W087,CAIDA QUE IMPLICA OTRO MUEBLE, EN GRANJA
W088,CAIDA QUE IMPLICA OTRO MUEBLE, EN OTRO LUGAR ESPECIFICADO
W089,CAIDA QUE IMPLICA OTRO MUEBLE, EN LUGAR NO ESPECIFICADO
W090,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN VIVIENDA
W091,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN INSTITUCION RESIDENCIAL
W092,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN ESCUELAS, OTRAS INSTITUCIONES Y ARE
W093,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN AREAS DE DEPORTE Y ATLETISMO
W094,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN CALLES Y CARRETERAS
W095,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN COMERCIO Y AREA DE SERVICIOS
W096,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCIO
W097,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN GRANJA
W098,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN OTRO LUGAR ESPECIFICADO
W099,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES, EN LUGAR NO ESPECIFICADO
W100,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN VIVIENDA
W101,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN INSTITUCION RESIDENCIAL
W102,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINIST
W103,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN AREAS DE DEPORTE Y ATLETISMO
W104,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN CALLES Y CARRETERAS
W105,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN COMERCIO Y AREA DE SERVICIOS
W106,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W107,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN GRANJA
W108,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN OTRO LUGAR ESPECIFICADO
W109,CAIDA EN O DESDE ESCALERA Y ESCALONES, EN LUGAR NO ESPECIFICADO
W110,CAIDA EN O DESDE ESCALERAS MANUALES, EN VIVIENDA
W111,CAIDA EN O DESDE ESCALERAS MANUALES, EN INSTITUCION RESIDENCIAL
W112,CAIDA EN O DESDE ESCALERAS MANUALES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRA
W113,CAIDA EN O DESDE ESCALERAS MANUALES, EN AREAS DE DEPORTE Y ATLETISMO
W114,CAIDA EN O DESDE ESCALERAS MANUALES, EN CALLES Y CARRETERAS
W115,CAIDA EN O DESDE ESCALERAS MANUALES, EN COMERCIO Y AREA DE SERVICIOS
W116,CAIDA EN O DESDE ESCALERAS MANUALES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W117,CAIDA EN O DESDE ESCALERAS MANUALES, EN GRANJA
W118,CAIDA EN O DESDE ESCALERAS MANUALES, EN OTRO LUGAR ESPECIFICADO
W119,CAIDA EN O DESDE ESCALERAS MANUALES, EN LUGAR NO ESPECIFICADO
W120,CAIDA EN O DESDE ANDAMIO, EN VIVIENDA
W121,CAIDA EN O DESDE ANDAMIO, EN INSTITUCION RESIDENCIAL
W122,CAIDA EN O DESDE ANDAMIO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLI
W123,CAIDA EN O DESDE ANDAMIO, EN AREAS DE DEPORTE Y ATLETISMO
W124,CAIDA EN O DESDE ANDAMIO, EN CALLES Y CARRETERAS
W125,CAIDA EN O DESDE ANDAMIO, EN COMERCIO Y AREA DE SERVICIOS
W126,CAIDA EN O DESDE ANDAMIO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W127,CAIDA EN O DESDE ANDAMIO, EN GRANJA
W128,CAIDA EN O DESDE ANDAMIO, EN OTRO LUGAR ESPECIFICADO
W129,CAIDA EN O DESDE ANDAMIO, EN LUGAR NO ESPECIFICADO
W130,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN VIVIENDA
W131,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN INSTITUCION RESIDEN
W132,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN ESCUELAS, OTRAS INS
W133,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN AREAS DE DEPORTE Y
W134,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN CALLES Y CARRETERAS
W135,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN COMERCIO Y AREA DE
W136,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN AREA INDUSTRIAL Y D
W137,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN GRANJA
W138,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN OTRO LUGAR ESPECIFI
W139,CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION, EN LUGAR NO ESPECIFICA
W140,CAIDA DESDE UN ARBOL, EN VIVIENDA
W141,CAIDA DESDE UN ARBOL, EN INSTITUCION RESIDENCIAL
W142,CAIDA DESDE UN ARBOL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W143,CAIDA DESDE UN ARBOL, EN AREAS DE DEPORTE Y ATLETISMO
W144,CAIDA DESDE UN ARBOL, EN CALLES Y CARRETERAS
W145,CAIDA DESDE UN ARBOL, EN COMERCIO Y AREA DE SERVICIOS
W146,CAIDA DESDE UN ARBOL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W147,CAIDA DESDE UN ARBOL, EN GRANJA
W148,CAIDA DESDE UN ARBOL, EN OTRO LUGAR ESPECIFICADO
W149,CAIDA DESDE UN ARBOL, EN LUGAR NO ESPECIFICADO
W150,CAIDA DESDE PENASCO, EN VIVIENDA
W151,CAIDA DESDE PENASCO, EN INSTITUCION RESIDENCIAL
W152,CAIDA DESDE PENASCO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W153,CAIDA DESDE PENASCO, EN AREAS DE DEPORTE Y ATLETISMO
W154,CAIDA DESDE PENASCO, EN CALLES Y CARRETERAS
W155,CAIDA DESDE PENASCO, EN COMERCIO Y AREA DE SERVICIOS
W156,CAIDA DESDE PENASCO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W157,CAIDA DESDE PENASCO, EN GRANJA
W158,CAIDA DESDE PENASCO, EN OTRO LUGAR ESPECIFICADO
W159,CAIDA DESDE PENASCO, EN LUGAR NO ESPECIFICADO
W160,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W161,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W162,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W163,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W164,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W165,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W166,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W167,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W168,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W169,SALTO O ZAMBULLIDA DENTRO DEL AGUA QUE CAUSA OTRO TRAUMATISMO SIN SUMERSION O AHOGAMIENT
W170,OTRAS CAIDAS DE UN NIVEL A OTRO, EN VIVIENDA
W171,OTRAS CAIDAS DE UN NIVEL A OTRO, EN INSTITUCION RESIDENCIAL
W172,OTRAS CAIDAS DE UN NIVEL A OTRO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVA
W173,OTRAS CAIDAS DE UN NIVEL A OTRO, EN AREAS DE DEPORTE Y ATLETISMO
W174,OTRAS CAIDAS DE UN NIVEL A OTRO, EN CALLES Y CARRETERAS
W175,OTRAS CAIDAS DE UN NIVEL A OTRO, EN COMERCIO Y AREA DE SERVICIOS
W176,OTRAS CAIDAS DE UN NIVEL A OTRO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W177,OTRAS CAIDAS DE UN NIVEL A OTRO, EN GRANJA
W178,OTRAS CAIDAS DE UN NIVEL A OTRO, EN OTRO LUGAR ESPECIFICADO
W179,OTRAS CAIDAS DE UN NIVEL A OTRO, EN LUGAR NO ESPECIFICADO
W180,OTRAS CAIDAS EN EL MISMO NIVEL, EN VIVIENDA
W181,OTRAS CAIDAS EN EL MISMO NIVEL, EN INSTITUCION RESIDENCIAL
W182,OTRAS CAIDAS EN EL MISMO NIVEL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS
W183,OTRAS CAIDAS EN EL MISMO NIVEL, EN AREAS DE DEPORTE Y ATLETISMO
W184,OTRAS CAIDAS EN EL MISMO NIVEL, EN CALLES Y CARRETERAS
W185,OTRAS CAIDAS EN EL MISMO NIVEL, EN COMERCIO Y AREA DE SERVICIOS
W186,OTRAS CAIDAS EN EL MISMO NIVEL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W187,OTRAS CAIDAS EN EL MISMO NIVEL, EN GRANJA
W188,OTRAS CAIDAS EN EL MISMO NIVEL, EN OTRO LUGAR ESPECIFICADO
W189,OTRAS CAIDAS EN EL MISMO NIVEL, EN LUGAR NO ESPECIFICADO
W190,CAIDA NO ESPECIFICADA, EN VIVIENDA
W191,CAIDA NO ESPECIFICADA, EN INSTITUCION RESIDENCIAL
W192,CAIDA NO ESPECIFICADA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W193,CAIDA NO ESPECIFICADA, EN AREAS DE DEPORTE Y ATLETISMO
W194,CAIDA NO ESPECIFICADA, EN CALLES Y CARRETERAS
W195,CAIDA NO ESPECIFICADA, EN COMERCIO Y AREA DE SERVICIOS
W196,CAIDA NO ESPECIFICADA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W197,CAIDA NO ESPECIFICADA, EN GRANJA
W198,CAIDA NO ESPECIFICADA, EN OTRO LUGAR ESPECIFICADO
W199,CAIDA NO ESPECIFICADA, EN LUGAR NO ESPECIFICADO
W200,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN VIVIENDA
W201,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN INSTITUCION RESIDENCIAL
W202,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREA
W203,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN AREAS DE DEPORTE Y ATLETISMO
W204,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN CALLES Y CARRETERAS
W205,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN COMERCIO Y AREA DE SERVICIOS
W206,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W207,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN GRANJA
W208,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN OTRO LUGAR ESPECIFICADO
W209,GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN LUGAR NO ESPECIFICADO
W210,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN  VIVIENDA
W211,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN INSTITUCION RESIDENCIAL
W212,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN ESCUELAS, OTRAS INSTITUCIONES Y ARE
W213,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN AREAS DE DEPORTE Y ATLETISMO
W214,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN CALLES Y CARRETERAS
W215,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN COMERCIO Y AREA DE SERVICIOS
W216,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCIO
W217,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN GRANJA
W218,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN OTRO LUGAR ESPECIFICADO
W219,GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN LUGAR NO ESPECIFICADO
W220,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN VIVIENDA
W221,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN INSTITUCION RESIDENCIAL
W222,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMI
W223,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN AREAS DE DEPORTE Y ATLETISMO
W224,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN CALLES Y CARRETERAS
W225,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN COMERCIO Y AREA DE SERVICIOS
W226,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W227,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN GRANJA
W228,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN OTRO LUGAR ESPECIFICADO
W229,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN LUGAR NO ESPECIFICADO
W230,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN VIVIENDA
W231,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN INSTITUCION RESIDENCIAL
W232,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN ESCUELAS, OTRAS INSTITUCI
W233,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN AREAS DE DEPORTE Y ATLETI
W234,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN CALLES Y CARRETERAS
W235,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN COMERCIO Y AREA DE SERVIC
W236,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN AREA INDUSTRIAL Y DE LA C
W237,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN GRANJA
W238,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN OTRO LUGAR ESPECIFICADO
W239,ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN LUGAR NO ESPECIFICADO
W240,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W241,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W242,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W243,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W244,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W245,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W246,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W247,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W248,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W249,CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA
W250,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN VIVIENDA
W251,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN INSTITUCION RESIDENCIAL
W252,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINI
W253,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN AREAS DE DEPORTE Y ATLETISMO
W254,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN CALLES Y CARRETERAS
W255,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN COMERCIO Y AREA DE SERVICIOS
W256,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W257,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN GRANJA
W258,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN OTRO LUGAR ESPECIFICADO
W259,CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN LUGAR NO ESPECIFICADO
W260,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN  VIVIENDA
W261,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN INSTITUCION RESIDENCIAL
W262,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN ESCUELAS, OTRAS INSTITUCIONES
W263,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN AREAS DE DEPORTE Y ATLETISMO
W264,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN CALLES Y CARRETERAS
W265,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN COMERCIO Y AREA DE SERVICIOS
W266,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN AREA INDUSTRIAL Y DE LA CONST
W267,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN GRANJA
W268,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN OTRO LUGAR ESPECIFICADO
W269,CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, EN LUGAR NO ESPECIFICADO
W270,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN VIVIENDA
W271,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN INSTITUCION RESIDENCIAL
W272,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN ESCUELAS, OTRAS INSTITUCIONE
W273,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN AREAS DE DEPORTE Y ATLETISMO
W274,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN CALLES Y CARRETERAS
W275,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN COMERCIO Y AREA DE SERVICIOS
W276,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN AREA INDUSTRIAL Y DE LA CONS
W277,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN GRANJA
W278,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN OTRO LUGAR ESPECIFICADO
W279,CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN LUGAR NO ESPECIFICADO
W280,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN VIVIENDA
W281,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN INSTITUCION RESIDENCIAL
W282,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN ESCUELAS, OTRAS INSTITUCIONES
W283,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN AREAS DE DEPORTE Y ATLETISMO
W284,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN CALLES Y CARRETERAS
W285,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN COMERCIO Y AREA DE SERVICIOS
W286,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN AREA INDUSTRIAL Y DE LA CONST
W287,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN GRANJA
W288,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN OTRO LUGAR ESPECIFICADO
W289,CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN LUGAR NO ESPECIFICADO
W290,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W291,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W292,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W293,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W294,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W295,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W296,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W297,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W298,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W299,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, E
W300,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN VIVIENDA
W301,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN INSTITUCION RESIDENCIAL
W302,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS AD
W303,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN AREAS DE DEPORTE Y ATLETISMO
W304,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN CALLES Y CARRETERAS
W305,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN COMERCIO Y AREA DE SERVICIOS
